company_name,industry,main_products
해성산업,기타 금융업,시설관리 용역 및 부동산 임대
자화전자,전자부품 제조업,"Bonded magenet,플라스틱자성제품,티탄산 바륨계 반도체소자,휴대전화용 Vibration Motor,전자관,전자부품 제조"
케이티,전기 통신업,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)"
엑시큐어하이트론,영상 및 음향기기 제조업,"영상음향기기(보안시스템,CCTV용 모니터,CRT,화상회의시스템),정보통신기기 제조"
제일기획,광고업,"광고 대행/광고물,영화 제작,인쇄,출판"
한국정보통신,전기 통신업,"신용카드부가통신업(VAN),전자지급결제대행업(PG)"
파라텍,특수 목적용 기계 제조업,소방기기
동성화인텍,기초 화학물질 제조업,초저온 보냉재
스틱인베스트먼트,신탁업 및 집합투자업,사모펀드(PEF)
케이씨,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",가스/Chemical 공급 장치 등 제조 및 판매
드래곤플라이,소프트웨어 개발 및 공급업,온라인게임
엠케이전자,전자부품 제조업,반도체용세금선
엠투엔,전자부품 제조업,산업용자동제어반기기
제이씨현시스템,기계장비 및 관련 물품 도매업,"메인보드, 그래픽카드"
포스코엠텍,1차 철강 제조업,철강포장용역 및 Al탈산제 생산
스페코,특수 목적용 기계 제조업,아스팔트믹싱플랜트
좋은사람들,봉제의복 제조업,패션내의
대원화성,플라스틱제품 제조업,"합성피혁,벽지,DMF(폐용수)정제,방수투습원단,화공약 임가공,제조,도매,수출입"
로젠,"섬유, 의복, 신발 및 가죽제품 소매업","의복, 잡화, 콘덴서"
모아텍,전자부품 제조업,위치제어용초정및소형모터
코콤,통신 및 방송 장비 제조업,비디오도어폰
E1,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매"
SK가스,기타 전문 도매업,"액화석유가스,가스기기 판매,수입,저장"
다우기술,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","인터넷솔루션 개발,도매,IT컨설팅,시스템 설계,자문,인터넷관련서비스/부동산분양,개발,임대"
영보화학,플라스틱제품 제조업,"가교발포폴리에틸렌(아티론,영보드) 제조,판매"
제룡전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","송배전용금구류,변압기"
제이엠아이,기타 화학제품 제조업,CD복제품
디지틀조선,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",위성서비스
바이온,음·식료품 및 담배 도매업,"배너,타포린,화장품,자동차부품"
와이지-원,기타 금속 가공제품 제조업,"엔드밀, 탭, 드릴"
특수건설,토목 건설업,보링
아이즈비전,전기 통신업,"홈쇼핑(아이즈홈쇼핑), 국제전화(아이즈텔), 가정용유무선 전화기판매(TopPhone)"
SKC,기타 화학제품 제조업,"기초화학원료(PO, PG), 전지용 동박 등을 제조ㆍ판매하는 사업"
동일기연,전자부품 제조업,EMI
소프트센,기타 정보 서비스업,전산기기 및 정보통신공사
원익,기계장비 및 관련 물품 도매업,"Quartz, HIC, 의료기기"
원풍물산,봉제의복 제조업,남성용신사복
한국주강,특수 목적용 기계 제조업,"주강,주물 제조,도매"
삼진,통신 및 방송 장비 제조업,리모컨
더라미,"해체, 선별 및 원료 재생업","화장품, 철스크랩"
비트컴퓨터,소프트웨어 개발 및 공급업,의료정보시스템
엠젠솔루션,기계장비 및 관련 물품 도매업,"프린터형상기, 광통신장비, Bio이종장기, AI솔루션"
판타지오,창작 및 예술관련 서비스업,서비스
디와이덕양,자동차 신품 부품 제조업,"자동차부품(CRASH PAD,TRIM PANEL) 제조,판매"
에쓰씨엔지니어링,토목 건설업,"기술용역(건축설계) 서비스/화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매"
인지컨트롤스,자동차 신품 부품 제조업,"자동차부품(터머스위치,터머스탯) 제조"
GC메디아이,소프트웨어 개발 및 공급업,"의사랑,유팜,미소몰"
피델릭스,반도체 제조업,PSRAM 및 LPSDRAM
TJ미디어,영상 및 음향기기 제조업,영상음향반주기
휴맥스홀딩스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","지주사업, IT서비스사업"
삼일,도로 화물 운송업,운송 및 하역수입
경동인베스트,기타 금융업,지주회사
뉴인텍,자동차 신품 부품 제조업,친환경 차량용 커패시터
아이티센씨티에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템(네트웍) 구축/데이터통신장비(모뎀,먹스),종합네트워크시스템 제조,설치,유지보수"
에스제이엠홀딩스,자동차 부품 및 내장품 판매업,지주회사및경영자문
오스템,자동차 신품 부품 제조업,휠
디에이치엑스컴퍼니,상품 종합 도매업,FLC
피에스케이홀딩스,특수 목적용 기계 제조업,"Descum, Reflow"
SK하이닉스,반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매"
INVENI,회사 본부 및 경영 컨설팅 서비스업,지주사업
MH에탄올,알코올음료 제조업,"주정,탄산가스 제조"
동남합성,기초 화학물질 제조업,"계면활성제,정밀화학품 제조,도매/부동산 임대"
삼성E&A,"건축기술, 엔지니어링 및 관련 기술 서비스업","산업설비,건물,구축물,토목시설의 설계,시공,공사감리"
신도리코,컴퓨터 및 주변장치 제조업,"복사기, 3D프린터, 프린터, 주변기기 제조,판매"
온타이드,생활용품 도매업,"셔츠,스웨터,파자마(섬유제품) 제조,판매,수출/부동산 임대"
퍼시스,가구 제조업,"사무용 가구,의자,책상,캐비넷 제조"
세보엠이씨,건물설비 설치 공사업,"건설관련설비,ACESS FLOOR,소음기,CHAMMBER,PFP UNIT,BY-PASS UNIT,DUCT,철구조물"
한일단조,자동차 신품 부품 제조업,단조품
WISCOM,플라스틱제품 제조업,"플라스틱제품(PVC컴파운드,ABS,PS가공) 제조,도매,임가공"
동원수산,어로 어업,"원양어업/수산물 제조,가공/참치어류 냉동냉장업"
미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","PCB마운터,반도체검사장비(반도체테스트핸들러),LCD 검사장비,리드프레임매가진 제조,도매,무역"
다올투자증권,금융 지원 서비스업,"금융업, 서비스, 부동산"
양지사,인쇄 및 인쇄관련 산업,다이어리
HDC,기타 금융업,지주회사
광전자,반도체 제조업,"트랜지스터,SMD TR,발광소자,리모콘모듈,발광다이오드(L.E.D),다이오드용웨이퍼팹(Fab) 제조,판매"
한국단자공업,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전기변환장치(광커넥터,통신용콘넥터,정밀압착단자설계) 제조,무역(수출)"
원익홀딩스,기초 화학물질 제조업,가스캐비닛
한글과컴퓨터,소프트웨어 개발 및 공급업,오피스소프트웨어
메이슨캐피탈,기타 금융업,리스수입
광무,통신 및 방송 장비 제조업,"네트워크 통합사업,네트워크 장비, 光 전송장비, S/W 제조, 네트워크관리"
대호특수강,1차 철강 제조업,냉간압조용선재
디아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체검사장비,전자부품,레저용품,석제품 제조,판매,오파,부동산임대업"
신성이엔지,반도체 제조업,"태양전지, 태양광모듈 제조 및 판매, 태양광 발전설치공사, 클린룸, 자동화장비"
티에이치엔,기타 전기장비 제조업,"자동차부품(전기배선장치류) 제조,도매"
한온시스템,일반 목적용 기계 제조업,"자동차용부품(라디에이터,히터,에어콘,압축기,콘덴서,컴퓨레사) 제조,도매"
HLB,의료용품 및 기타 의약 관련제품 제조업,"의료기기, 의약외품 등"
팜스토리,동물용 사료 및 조제식품 제조업,사료
블루산업개발,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,지관원지,라이나원지 제조"
세원정공,자동차 신품 부품 제조업,"자동차부품(차체류,램프류) 제조"
유니온,"시멘트, 석회, 플라스터 및 그 제품 제조업","백시멘트,타일시멘트,알루미나시멘트,용융알루미나,급결제,필터프레스,유니필터제조,도매"
키다리스튜디오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","웹툰,웹소설 플랫폼 서비스 및 출판, 영상콘텐츠 제작 및 유통"
한국제지,"펄프, 종이 및 판지 제조업","펄프, 종이 및 판지 제조업(031701)"
한섬,봉제의복 제조업,"여성의류,금속 액세서리,신발,가방,선글라스 제조,판매"
현대엘리베이터,일반 목적용 기계 제조업,"엘리베이터,에스컬레이터,공항,공정,크린룸,병원 물류시스템,수,배송센터,고속소팅시스템,주차설비 제조,판매,보수"
환인제약,의약품 제조업,"의약품(신경정신질환치료제,소화기관용약제,연고) 제조,도매"
삼보판지,"펄프, 종이 및 판지 제조업","골판지,골판지상자"
삼목에스폼,"구조용 금속제품, 탱크 및 증기발생기 제조업","갱폼,알루미늄폼,특수폼,알루미늄압출재"
에이스침대,가구 제조업,침대
원익큐브,기타 전문 도매업,"MMA,BAM,PC,PP,목재,실란트,디지털인쇄기"
계룡건설산업,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사"
서원,금속 주조업,"비철금속(황동 빌레트,인코트) 제조,재생원료생산"
에스원,"경비, 경호 및 탐정업","부가통신 서비스(경비),안전관리용역,CCTV카메라"
태경산업,기초 화학물질 제조업,"제강용 정련제(프락스),카바이드,중질탈산칼슘 제조,판매/고속도로휴게소 운영"
리드코프,기타 전문 도매업,화공약품운반
유니슨,일반 목적용 기계 제조업,"풍력발전기, 풍력타워"
아난티,일반 및 생활 숙박시설 운영업,리조트 운영 및 분양
광진실업,1차 철강 제조업,마봉
인터엠,영상 및 음향기기 제조업,음향기기
신대양제지,"골판지, 종이 상자 및 종이용기 제조업","골판지용 골심지,라이너지 제조,수출입"
와이투솔루션,반도체 제조업,"혼성직접회로,통신기기 제조/화공약품,케이블 도매"
남해화학,"비료, 농약 및 살균, 살충제 제조업","비료(요소,복합비료),공업제품원료 제조,도매"
동원금속,자동차 신품 부품 제조업,"자동차부품(도어후레임,머플러,임팩트빔),강관 제조,판매"
우성머티리얼스,직물직조 및 직물제품 제조업,"제직,염색,폴리에스터직물,자수직물봉제 제조,판매/임대료,관리비 수입"
성우하이텍,자동차 신품 부품 제조업,자동차범퍼
대신정보통신,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","디지털서비스, SI서비스, 산업용 PDA"
서부T&D,일반 및 생활 숙박시설 운영업,석유류판매
HMM,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운"
경인양행,기초 화학물질 제조업,"반응성염료,직접염료,산성염료,삼원색원료 제조,수출입"
풀무원,기타 식품 제조업,"두부류,생면류,나물류,냉동류,조미류,김치류,묵류,녹즙,과채음료,건강보조식품 판매,제조,생식품 수출"
서울도시가스,연료용 가스 제조 및 배관공급업,"도시가스공급,가스공급설비공사"
이구산업,1차 비철금속 제조업,"동판.조,황동판.조,인청동판.조 제조,임가공/부동산 임대"
동신건설,토목 건설업,토목
동화기업,나무제품 제조업,"PB, MDF, 표면재,온돌마루, 창호, 도어 등"
에넥스,가구 제조업,"씽크상판,주방기기,목재케비넷,유해가스저감장치시설 제조,판매"
에이프로젠,의약품 제조업,"단열장치,철구조물,가열로,특수단열재(금속표면경화육성,원자로용) 제조/단열공사/부동산 임대"
차AI헬스케어,기타 화학제품 제조업,화장품 제조 판매
한국카본,"구조용 금속제품, 탱크 및 증기발생기 제조업","탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매"
신라에스지,음·식료품 및 담배 도매업,수산물도매
케이씨피드,동물용 사료 및 조제식품 제조업,사료
한탑,"곡물가공품, 전분 및 전분제품 제조업","소맥분(밀가루),배합사료"
한국선재,1차 철강 제조업,철강선재류
DH오토웨어,영상 및 음향기기 제조업,"카 인포테인먼트용 영상·음향기기, 차체 자동화설비 및 조립용 지그 제조"
시노펙스,전자부품 제조업,"전자부품, 필터"
PN풍년,생활용품 도매업,압력솥
삼천리자전거,생활용품 도매업,자전거
메디앙스,상품 종합 도매업,"누크, 비비생활용품, 비앙또마망, 지에닉, 닥터 아토피스"
KBI메탈,1차 비철금속 제조업,"동ROD, 모터코어"
경창산업,자동차 신품 부품 제조업,"각종 케이블, 개폐랫치, 리저브탱크, 밴드류, 페달류, 오토트랜스미션부품, 시트용 단품"
대륙제관,기타 금속 가공제품 제조업,휴대용부탄가스 및 금속포장용기
동원개발,건물 건설업,도급공사
세원물산,자동차 신품 부품 제조업,라디에이터서포터
케이피에프,기타 금속 가공제품 제조업,볼트류
KPX케미칼,기초 화학물질 제조업,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매"
TP,봉제의복 제조업,"봉제의류(자켓,파카,코트),침구 제조,우모가공,생활용품 도소매,무역"
에스엠벡셀,자동차 신품 부품 제조업,"자동차부품(워터펌프,오일펌프,엔진헤드(GV6),프론트케이스) 제조"
KB오토시스,자동차 신품 부품 제조업,브레이크패드
신원종합개발,건물 건설업,토건
흥구석유,기타 전문 도매업,휘발유등
대한약품,의약품 제조업,수액제
이화공영,건물 건설업,도급공사
풍국주정,알코올음료 제조업,발효주정
대림제지,기타 종이 및 판지 제품 제조업,골판지원지
대한광통신,절연선 및 케이블 제조업,"광섬유, 광케이블"
동일스틸럭스,1차 철강 제조업,봉강
플레이위드,소프트웨어 개발 및 공급업,게임소프트웨어
한국캐피탈,기타 금융업,리스수수료
한일사료,동물용 사료 및 조제식품 제조업,배합사료
KC그린홀딩스,기타 금융업,기타금융업
문배철강,1차 철강 제조업,"철강재중 판재류(후판,박판,무늬강판) 제조,도매"
웅진,기타 금융업,"교육서비스(웅진아이큐,중.고교학습,어린이마을),도서,잡지 출판/부동산 임대/인터넷관련사업"
모베이스전자,자동차 신품 부품 제조업,"스마트키,스위치"
국영지앤엠,유리 및 유리제품 제조업,강화유리
유진기업,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘
제이스코홀딩스,1차 철강 제조업,"연강선재, 경강선재, CHQ외"
보성파워텍,"구조용 금속제품, 탱크 및 증기발생기 제조업",송배전용자재
브이티,기타 화학제품 제조업,"화장품, 라미네이팅필름, 라미네이팅기계"
태광,1차 철강 제조업,"각종 배관자재, 관이음쇠류 제조 및 판매"
HL D&I,토목 건설업,"토목,건축,전기,환경사업,준설공사,포장공사,주택,중기임대"
오뚜기,기타 식품 제조업,"라면,마요네즈,카레,스프,당면,소오스,토마토케첩,마가린,냉동생지(바게트,크로와상),참치캔,식초,3분짜장 제조"
일정실업,편조원단 제조업,"자동차시트원단,의류,완구직물 제조,염색가공"
와이엠,기타 금속 가공제품 제조업,"볼트, 나사"
엘에스일렉트릭,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공"
신라섬유,부동산 임대 및 공급업,부동산
원일특강,1차 철강 제조업,특수강
서한,건물 건설업,"건축, 토목"
대양금속,1차 철강 제조업,스테인레스 냉연강판 제조
이화산업,기타 전문 도매업,"염료(반응성염료,분산염료,범용염료,직접염료,산성염료),염료화성품,합성수지,고무 도매,제조"
동원시스템즈,플라스틱제품 제조업,포장용 플라스틱제품 제조 외
졸스,생활용품 도매업,지제품
부방,부동산 임대 및 공급업,"자회사관리, 부동산임대"
삼성중공업,선박 및 보트 건조업,"선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업"
모토닉,자동차 신품 부품 제조업,"자동차용 부품(연료펌프,LPI SYSTEM, FCEV) 제조,판매"
화신,자동차 신품 부품 제조업,"자동차엔진부품(ARM류,C/MBR류),자동차부품 제조"
소노스퀘어,상품 종합 도매업,기업소모성자재 구매대행업
THE CUBE&,자동차 신품 부품 제조업,엔진부품
유니크,자동차 신품 부품 제조업,"EGR밸브, 유압솔레노이드밸브, 퓨얼벤트밸브, 퓨얼컷트밸브, 체크밸브, 케니스타 등"
진로발효,알코올음료 제조업,주정
삼보산업,1차 비철금속 제조업,알미늄괴
푸드웰,"과실, 채소 가공 및 저장 처리업","깐밤, 통조림류, 딸기시럽류, 음료제품 등"
푸른저축은행,은행 및 저축기관,대출이자
피제이전자,의료용 기기 제조업,EMS Business(의료용기기제조외)
베뉴지,종합 소매업,"백화점,예식장업"
엠에스씨,기타 식품 제조업,식품첨가물
SP삼화,기타 화학제품 제조업,"건축용페인트,공업용페인트,분체도료 등 제조"
경동나비엔,가정용 기기 제조업,"가정용기름보일러,입형,횡형 온수보일러,가스보일러,버너,흡수식 냉온수기,전기보일러,진공온수보일러,태양열보일러 제조,판매"
대동금속,금속 주조업,"농기계 주문제품 및 상용차 실린더 헤드, 경승용차 실린더 브록 외"
대원산업,자동차 신품 부품 제조업,자동차시트
큐캐피탈,기타 금융업,"사모투자(PEF),벤처투자"
한국가구,기타 상품 전문 소매업,소파
디모아,기타 전문 도매업,"h/w,s/w개발"
중앙에너비스,기타 전문 도매업,석유류도소매
DB,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리"
SGC에너지,전기업,"증기, 전기, REC(신재생에너지공급인증서)"
삼륭물산,"골판지, 종이 상자 및 종이용기 제조업",카톤팩
대림바스,"내화, 비내화 요업제품 제조업","위생도기,내장타일,조립식욕실제품 제조,판매/부동산 임대"
경동제약,의약품 제조업,"듀오로반정, 발디핀정, 아트로반정 등"
원풍,플라스틱제품 제조업,플라스틱 필름
네이처셀,기초 의약물질 제조업,닥터쥬크르
삼일기업공사,건물 건설업,도급공사
일지테크,자동차 신품 부품 제조업,"차체(라지에타, 팩케이지, 씨트 크로스, 대쉬 판넬)"
한일화학,기초 화학물질 제조업,산화아연
한국알콜,기타 화학제품 제조업,주정
대주산업,동물용 사료 및 조제식품 제조업,배합사료
글로본,상품 종합 도매업,화장품 외
대한해운,해상 운송업,"외항화물운송,국제해운대리점"
세명전기,기타 금속 가공제품 제조업,"154kV, 345kV, 765kV 송전,변전,배전용 금구류, 섬유직기용 섹셔날 빔"
휴니드테크놀러지스,통신 및 방송 장비 제조업,"무선통신기기,군납용무전기,위성방송수신기 제조"
수산세보틱스,특수 목적용 기계 제조업,"유압브레이커,트럭크레인,플라즈마 파암장비,특장차,산업기계,건설기계 제조,도매"
에이티넘인베스트,신탁업 및 집합투자업,벤처캐피탈
롯데케미칼,기초 화학물질 제조업,"폴리프로필렌,고밀도폴리에틸렌,에틸렌글리콜,벤젠,에틸렌옥사이드,합성지,부산물 제조"
대동기어,특수 목적용 기계 제조업,"기어, 베벨기어, 축, 엑셀, T/M, 유성감속기, 기타조립품"
세아베스틸지주,1차 철강 제조업,"특수강,철도용품,자동차부품 제조,수출입"
호텔신라,기타 상품 전문 소매업,"면세판매,관광숙박,외식사업,예식업"
태경비케이,"시멘트, 석회, 플라스터 및 그 제품 제조업","생석회,소석회,석회비료 제조,판매/비금속광물 광업/산업폐기물 재생처리/휴게소 운영"
화승코퍼레이션,자동차 신품 부품 제조업,"산업용 고무제품(호스시트,벨트,펜더 등) 제조, 판매"
신흥,기계장비 및 관련 물품 도매업,"치과용기자재(방사선장치,전기진단장치),주사침 도소매,제조/부동산 임대"
화승인더스트리,상품 종합 도매업,"포장용 합성수지 제조/신발,필름 판매/부동산 임대"
극동유화,석유 정제품 제조업,"윤활유,유동파라핀,왁스,방수용시트,아스팔트 제조/수입자동차,부품 도매/가스충전,산업설비 청소"
고려산업,"곡물가공품, 전분 및 전분제품 제조업","배합사료,플라스틱용기 제조/부동산 임대"
피에스텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","적산계기, 전기차충전기, 신재생에너지 발전소 설치"
대현,봉제의복 제조업,"여성의류 및 악세사리류 제조,도매,유통(백화점)"
케이비아이동국실업,자동차 신품 부품 제조업,"자동차부품(에어닥트,글로벌박스,노즐,어셈블리류,핸들류) 제조,판매/공장 임대"
광명전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,가스절연개폐장치,빌딩자동화시스템,중앙감시반,자동제어반 제조,도소매,무역"
부산산업,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘 제조,판매"
STX,상품 종합 도매업,"에너지 원료(석탄,석유),산업기자재(기계부품) 도매"
고려아연,1차 비철금속 제조업,"연,아연괴 제조,판매"
이렘,1차 철강 제조업,"스테인리스파이프, 슈퍼데크"
팜젠사이언스,의약품 제조업,의약품 외
무림페이퍼,"펄프, 종이 및 판지 제조업","지류,아트지,백상지 제조"
현대차증권,금융 지원 서비스업,"유가증권의매매,위탁매매,유가증권의 중개,대리/부동산 임대"
금비,유리 및 유리제품 제조업,"유리제품(주류병) 제조/화장품 도소매,수입(병제조기기)"
원림,직물직조 및 직물제품 제조업,"고무,플라스틱제품,산업용포장재,PP.BAG,타포린 제조,도매/부동산 임대/주택 신축,판매/인터넷 정보통신/벤처회사 투자"
서흥,기타 화학제품 제조업,"의약품(하드캅셀,건강보조식품,소프트캅셀),건강보조식품,인삼제품 제조,판매"
성문전자,전자부품 제조업,"콘덴서용 증착필름,압력분무식 플러스자동도포기 제조,판매"
HLB글로벌,종합 소매업,"미디어커머스(카밈, 스파알), 식음료(콤부차, 잼시럽), 화장품(퍼플리쉬, 엘리샤코이) 등"
일진홀딩스,기타 금융업,"전기산업용기기(개폐기,차단기,배전반),자동화시스템,자동차엔진부품,절연전선,금구류,고압선,저압선 제조,판매/전기공사,가스절연차단기"
대영포장,"골판지, 종이 상자 및 종이용기 제조업","골판지원단,골판지상자 제조"
영화금속,자동차 신품 부품 제조업,"자동차부품,건축자재(관이음쇠) 제조,판매"
신풍제약,의약품 제조업,"의약품(항생제,혈전용해제,향정신성약품,구충제) 제조,판매"
동성제약,의약품 제조업,"의약품,화장품 제조,도매"
카스,기계장비 및 관련 물품 도매업,"전자저울,로드셀"
아센디오,"영화, 비디오물, 방송프로그램 제작 및 배급업",석탄(점결탄) 판매
한올바이오파마,의약품 제조업,"의약품 제조,도매/부동산 임대"
하이록코리아,1차 철강 제조업,관이음쇠
유니켐,자동차 신품 부품 제조업,"피혁 제조,도매,무역,부동산임대"
대창,1차 비철금속 제조업,"황동봉,동합금괴 제조,판매"
일성건설,토목 건설업,"건축공사,토목공사,전기공사"
까뮤이앤씨,건물 건설업,"토목공사,건축공사/부동산 임대"
보락,기타 화학제품 제조업,"식품향료,식품첨가물,화학제품,껌베이스(자일리톨,에리스리톨),담배향료 제조,판매"
선도전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,중전기기 제조,도매/전기공사"
씨아이테크,영상 및 음향기기 제조업,"컴퓨터 소프트웨어,하드웨어 서버,도매"
광동제약,의약품 제조업,"의약품,식음료 제조,도매"
갤럭시아에스엠,스포츠 서비스업,"스포츠중계권,스포츠마케팅,광고"
남성,기타 전문 도매업,"수출입(카오디오)/통신기기 제조,판매/이동통신,유선방송,정보통신/생활필수품,식품 판매/부동산 임대"
KISCO홀딩스,1차 철강 제조업,지주사업
태영건설,토목 건설업,"종합건설업(토목공사,도로공사,건축공사,관급공사,환경공사,상하수도공사,하수종말처리공사)/부동산 임대,매매"
한국특강,1차 철강 제조업,"철강압연제품(앵글,이형형강,평철,환봉) 제조,판매"
한솔로지스틱스,기타 운송관련 서비스업,"지류펄프 보관창고 운영/화물취급,화물운송알선,물류컨설팅/종합쇼핑몰운영,통신판매,인터넷백화점"
SYTS,"가죽, 가방 및 유사제품 제조업","피혁원단,혁제운동화,혁제장갑,혁제스포츠용품 제조,상품중개,무역"
SK텔레콤,전기 통신업,"이동전화,무선호출서비스,부가통신"
진양폴리우레탄,플라스틱제품 제조업,"폴리우레탄,폴리우레탄스폰지 제조,판매"
미창석유공업,석유 정제품 제조업,"윤활유,고무배합유,전기절연유 제조,판매,수출입"
삼익THK,일반 목적용 기계 제조업,"직선운동시스템,메카트로시스템,기타정밀 자동화기기 제조,판매/전자상거래,인터넷 관련 s/w,h/w 개발,판매,유지보수"
미원상사,기타 화학제품 제조업,"계면활성제,분황,황산,도료첨가제,프라스틱첨가제 제조"
서연,기타 금융업,"자동차부품(승용차내장품-도어트림,헤드라이닝,승용차시트) 제조,도매"
SBI인베스트먼트,신탁업 및 집합투자업,벤처캐피탈
세우글로벌,기타 전문 도매업,"화공약품.엔지니어링 플라스틱,페놀계제품,석유화학제품 판매/철재가구,사무목재가구 제조/교육사업"
현대모비스,자동차 신품 부품 제조업,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)"
KG케미칼,기초 화학물질 제조업,"콘크리트혼화제, 비료, 친환경농자재, 수처리제"
아진전자부품,자동차 신품 부품 제조업,자동차 전장부품
현대해상,보험업,손해보험(자동차보험)
현대지에프홀딩스,기타 금융업,"백화점,여행알선,숙박,음식점/부동산 임대"
한국전력공사,전기업,"전력자원개발,발전,송전,전력용기자재확보"
국도화학,기초 화학물질 제조업,"에폭시수지,폴리아마이드수지,아염소산소다 제조,도소매"
녹십자,의약품 제조업,"알부민외 제조,판매"
SIMPAC,1차 철강 제조업,"프레스, 합금철"
윌비스,생활용품 도매업,"스웨터,니트,셔츠 도매,제조/컴퓨터주변기기 무역,오파,임대"
대창단조,자동차 신품 부품 제조업,"자동차,중장비 부품(크랭크샤프트,트랙링크조립체,커넥팅로드,중장비롤러류),기어,동력전달장치,단조가공품,단조품 제조"
사조산업,수산물 가공 및 저장 처리업,"원양어업(참치,명태,오징어),육가공,참치통조림,장류 제조/냉동냉장 창고운영/부동산 임대/컴퓨터,소프트웨어 개발,도매/팝콘,구운김 도매"
한익스프레스,도로 화물 운송업,"특수화물 운송(유류,화학류,벌크제품 등),냉동차,탱크로리운송,복합운송 주선,임대,택배/특장차,중기 제조,판매"
사조동아원,"곡물가공품, 전분 및 전분제품 제조업","제분, 배합사료 제조"
경인전자,전자부품 제조업,"스위치,리모콘,배선기구,섬머스타트,게임기,전자부품 제조,판매"
무림P&P,"펄프, 종이 및 판지 제조업","표백화학펄프(B.K.P) 제조,목재가공,조림사업"
인디에프,봉제의복 제조업,"여성의류,남성의류,캐쥬얼웨어 제조"
디와이,기타 금융업,"자동차부품,유공압기기,소각로,자동세차기,하훼유통,발효기,모터 제조"
방림,직물직조 및 직물제품 제조업,"P/C혼방직물,면방적,각종사류,직물류 제조,도소매"
DKME,일반 목적용 기계 제조업,"열교환기,압력용기,저장탱크,산업용보일러 제조"
한솔케미칼,기초 화학물질 제조업,"과산화수소,라텍스,요소수지,수소액화탄산,차아황산소다 제조,판매,디지털카메라용 인화필름 제조,수출"
퍼스텍,무기 및 총포탄 제조업,"방위산업제품,프린터,불소화합물,자동차용 매트 제조/얼굴인식시스템 개발"
플루토스,신탁업 및 집합투자업,금융투자
동원산업,기타 금융업,지주회사
대덕,기타 금융업,"산업용 인쇄회로기판,다층 인쇄회로기판,빌드업기판,반도체패키지기판,메모리모듈기판 제조"
한성기업,수산물 가공 및 저장 처리업,"냉동식품,햄제품 제조,도매,보관/원양어업"
모헨즈,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘
이스타코,부동산 임대 및 공급업,부동산 분양/입시학원 운영
태림포장,"골판지, 종이 상자 및 종이용기 제조업","골판지,골판지상자,수출용박스 제조,도매/인쇄"
아세아제지,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,석고보드원지,크라프트원지,라이나원지,라이너지 제조,판매"
화천기계,특수 목적용 기계 제조업,"선반,밀링,연삭기,CNC선반,CNC밀링,머시닝센타 제조,판매/자동차부품(실린더블럭) 제조"
CJ씨푸드,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입"
SHD,1차 철강 제조업,"석도강판,표면처리강판 제조,임가공,판매"
조일알미늄,1차 비철금속 제조업,"알루미늄판 제조,도매"
